year,round,date,quali_pos,points,statusId,position,dob,driver_nationality,constructor,constructor_nationality,GP_name,country,driver
1995,6,1995-06-11,6,0.0,4,6,1964-06-25,British,Benetton,Italian,Circuit Gilles Villeneuve,Canada,Johnny Herbert
1994,6,1994-06-12,20,1.0,11,20,1966-01-31,Finnish,Benetton,Italian,Circuit Gilles Villeneuve,Canada,Jyrki Järvilehto
2010,8,2010-06-13,11,0.0,11,11,1972-05-23,Brazilian,Williams,British,Circuit Gilles Villeneuve,Canada,Rubens Barrichello
2011,7,2011-06-12,16,2.0,1,16,1972-05-23,Brazilian,Williams,British,Circuit Gilles Villeneuve,Canada,Rubens Barrichello
2008,7,2008-06-08,5,0.0,1,5,1985-06-27,German,Williams,British,Circuit Gilles Villeneuve,Canada,Nico Rosberg
2007,6,2007-06-10,7,0.0,1,7,1985-06-27,German,Williams,British,Circuit Gilles Villeneuve,Canada,Nico Rosberg
2006,9,2006-06-25,6,0.0,3,6,1985-06-27,German,Williams,British,Circuit Gilles Villeneuve,Canada,Nico Rosberg
2005,8,2005-06-12,13,0.0,5,13,1977-05-10,German,Williams,British,Circuit Gilles Villeneuve,Canada,Nick Heidfeld
2006,9,2006-06-25,16,0.0,11,17,1976-08-27,Australian,Williams,British,Circuit Gilles Villeneuve,Canada,Mark Webber
2005,8,2005-06-12,14,4.0,1,14,1976-08-27,Australian,Williams,British,Circuit Gilles Villeneuve,Canada,Mark Webber
2019,7,2019-06-09,19,0.0,13,20,1984-12-07,Polish,Williams,British,Circuit Gilles Villeneuve,Canada,Robert Kubica
2014,7,2014-06-08,5,0.0,4,5,1981-04-25,Brazilian,Williams,British,Circuit Gilles Villeneuve,Canada,Felipe Massa
2015,7,2015-06-07,15,8.0,1,17,1981-04-25,Brazilian,Williams,British,Circuit Gilles Villeneuve,Canada,Felipe Massa
2016,7,2016-06-12,8,0.0,31,8,1981-04-25,Brazilian,Williams,British,Circuit Gilles Villeneuve,Canada,Felipe Massa
2017,7,2017-06-11,7,0.0,4,7,1981-04-25,Brazilian,Williams,British,Circuit Gilles Villeneuve,Canada,Felipe Massa
2008,7,2008-06-08,12,0.0,3,12,1985-01-11,Japanese,Williams,British,Circuit Gilles Villeneuve,Canada,Kazuki Nakajima
1995,6,1995-06-11,3,0.0,20,3,1971-03-27,British,Williams,British,Circuit Gilles Villeneuve,Canada,David Coulthard
1994,6,1994-06-12,5,2.0,11,5,1971-03-27,British,Williams,British,Circuit Gilles Villeneuve,Canada,David Coulthard
2004,8,2004-06-13,1,0.0,2,1,1975-06-30,German,Williams,British,Circuit Gilles Villeneuve,Canada,Ralf Schumacher
2003,8,2003-06-15,1,8.0,1,1,1975-06-30,German,Williams,British,Circuit Gilles Villeneuve,Canada,Ralf Schumacher
2007,6,2007-06-10,19,6.0,1,19,1974-02-15,Austrian,Williams,British,Circuit Gilles Villeneuve,Canada,Alexander Wurz
2004,8,2004-06-13,4,0.0,2,4,1975-09-20,Colombian,Williams,British,Circuit Gilles Villeneuve,Canada,Juan Pablo Montoya
2003,8,2003-06-15,2,6.0,1,2,1975-09-20,Colombian,Williams,British,Circuit Gilles Villeneuve,Canada,Juan Pablo Montoya
1997,7,1997-06-15,2,0.0,3,2,1971-04-09,Canadian,Williams,British,Circuit Gilles Villeneuve,Canada,Jacques Villeneuve
1997,7,1997-06-15,4,3.0,1,4,1967-05-18,German,Williams,British,Circuit Gilles Villeneuve,Canada,Heinz-Harald Frentzen
1995,6,1995-06-11,2,0.0,6,2,1960-09-17,British,Williams,British,Circuit Gilles Villeneuve,Canada,Damon Hill
1994,6,1994-06-12,4,6.0,1,4,1960-09-17,British,Williams,British,Circuit Gilles Villeneuve,Canada,Damon Hill
2010,8,2010-06-13,12,0.0,11,12,1987-08-19,German,Williams,British,Circuit Gilles Villeneuve,Canada,Nico Hülkenberg
2012,7,2012-06-10,16,0.0,11,16,1983-10-15,Brazilian,Williams,British,Circuit Gilles Villeneuve,Canada,Bruno Senna
2011,7,2011-06-12,12,0.0,31,12,1985-03-09,Venezuelan,Williams,British,Circuit Gilles Villeneuve,Canada,Pastor Maldonado
2012,7,2012-06-10,22,0.0,1,17,1985-03-09,Venezuelan,Williams,British,Circuit Gilles Villeneuve,Canada,Pastor Maldonado
2013,7,2013-06-09,13,0.0,12,13,1985-03-09,Venezuelan,Williams,British,Circuit Gilles Villeneuve,Canada,Pastor Maldonado
2013,7,2013-06-09,3,0.0,11,3,1989-08-28,Finnish,Williams,British,Circuit Gilles Villeneuve,Canada,Valtteri Bottas
2014,7,2014-06-08,4,6.0,1,4,1989-08-28,Finnish,Williams,British,Circuit Gilles Villeneuve,Canada,Valtteri Bottas
2015,7,2015-06-07,4,15.0,1,4,1989-08-28,Finnish,Williams,British,Circuit Gilles Villeneuve,Canada,Valtteri Bottas
2016,7,2016-06-12,7,15.0,1,7,1989-08-28,Finnish,Williams,British,Circuit Gilles Villeneuve,Canada,Valtteri Bottas
2017,7,2017-06-11,17,2.0,11,17,1998-10-29,Canadian,Williams,British,Circuit Gilles Villeneuve,Canada,Lance Stroll
2018,7,2018-06-10,17,0.0,4,17,1998-10-29,Canadian,Williams,British,Circuit Gilles Villeneuve,Canada,Lance Stroll
2018,7,2018-06-10,18,0.0,12,18,1995-08-27,Russian,Williams,British,Circuit Gilles Villeneuve,Canada,Sergey Sirotkin
2019,7,2019-06-09,18,0.0,12,19,1998-02-15,British,Williams,British,Circuit Gilles Villeneuve,Canada,George Russell
2010,8,2010-06-13,4,18.0,1,5,1980-01-19,British,McLaren,British,Circuit Gilles Villeneuve,Canada,Jenson Button
2011,7,2011-06-12,7,25.0,1,7,1980-01-19,British,McLaren,British,Circuit Gilles Villeneuve,Canada,Jenson Button
2012,7,2012-06-10,10,0.0,11,10,1980-01-19,British,McLaren,British,Circuit Gilles Villeneuve,Canada,Jenson Button
2013,7,2013-06-09,14,0.0,11,14,1980-01-19,British,McLaren,British,Circuit Gilles Villeneuve,Canada,Jenson Button
2014,7,2014-06-08,9,12.0,1,9,1980-01-19,British,McLaren,British,Circuit Gilles Villeneuve,Canada,Jenson Button
2016,7,2016-06-12,12,0.0,131,12,1980-01-19,British,McLaren,British,Circuit Gilles Villeneuve,Canada,Jenson Button
2007,6,2007-06-10,2,2.0,1,2,1981-07-29,Spanish,McLaren,British,Circuit Gilles Villeneuve,Canada,Fernando Alonso
2015,7,2015-06-07,13,0.0,5,14,1981-07-29,Spanish,McLaren,British,Circuit Gilles Villeneuve,Canada,Fernando Alonso
2016,7,2016-06-12,10,0.0,11,10,1981-07-29,Spanish,McLaren,British,Circuit Gilles Villeneuve,Canada,Fernando Alonso
2017,7,2017-06-11,12,0.0,131,12,1981-07-29,Spanish,McLaren,British,Circuit Gilles Villeneuve,Canada,Fernando Alonso
2018,7,2018-06-10,14,0.0,43,14,1981-07-29,Spanish,McLaren,British,Circuit Gilles Villeneuve,Canada,Fernando Alonso
2006,9,2006-06-25,3,6.0,1,3,1979-10-17,Finnish,McLaren,British,Circuit Gilles Villeneuve,Canada,Kimi Räikkönen
2005,8,2005-06-12,7,10.0,1,7,1979-10-17,Finnish,McLaren,British,Circuit Gilles Villeneuve,Canada,Kimi Räikkönen
2004,8,2004-06-13,8,4.0,11,8,1979-10-17,Finnish,McLaren,British,Circuit Gilles Villeneuve,Canada,Kimi Räikkönen
2003,8,2003-06-15,20,3.0,1,20,1979-10-17,Finnish,McLaren,British,Circuit Gilles Villeneuve,Canada,Kimi Räikkönen
2008,7,2008-06-08,7,0.0,1,7,1981-10-19,Finnish,McLaren,British,Circuit Gilles Villeneuve,Canada,Heikki Kovalainen
2008,7,2008-06-08,1,0.0,4,1,1985-01-07,British,McLaren,British,Circuit Gilles Villeneuve,Canada,Lewis Hamilton
2007,6,2007-06-10,1,10.0,1,1,1985-01-07,British,McLaren,British,Circuit Gilles Villeneuve,Canada,Lewis Hamilton
2010,8,2010-06-13,1,25.0,1,1,1985-01-07,British,McLaren,British,Circuit Gilles Villeneuve,Canada,Lewis Hamilton
2011,7,2011-06-12,5,0.0,4,5,1985-01-07,British,McLaren,British,Circuit Gilles Villeneuve,Canada,Lewis Hamilton
2012,7,2012-06-10,2,25.0,1,2,1985-01-07,British,McLaren,British,Circuit Gilles Villeneuve,Canada,Lewis Hamilton
2004,8,2004-06-13,9,3.0,11,9,1971-03-27,British,McLaren,British,Circuit Gilles Villeneuve,Canada,David Coulthard
2003,8,2003-06-15,11,0.0,6,11,1971-03-27,British,McLaren,British,Circuit Gilles Villeneuve,Canada,David Coulthard
1997,7,1997-06-15,5,0.0,1,5,1971-03-27,British,McLaren,British,Circuit Gilles Villeneuve,Canada,David Coulthard
2006,9,2006-06-25,7,0.0,3,7,1975-09-20,Colombian,McLaren,British,Circuit Gilles Villeneuve,Canada,Juan Pablo Montoya
2005,8,2005-06-12,5,0.0,2,5,1975-09-20,Colombian,McLaren,British,Circuit Gilles Villeneuve,Canada,Juan Pablo Montoya
1997,7,1997-06-15,9,0.0,5,9,1968-09-28,Finnish,McLaren,British,Circuit Gilles Villeneuve,Canada,Mika Häkkinen
1995,6,1995-06-11,7,0.0,4,7,1968-09-28,Finnish,McLaren,British,Circuit Gilles Villeneuve,Canada,Mika Häkkinen
1994,6,1994-06-12,7,0.0,5,7,1968-09-28,Finnish,McLaren,British,Circuit Gilles Villeneuve,Canada,Mika Häkkinen
1994,6,1994-06-12,12,0.0,10,12,1959-06-01,British,McLaren,British,Circuit Gilles Villeneuve,Canada,Martin Brundle
1995,6,1995-06-11,10,0.0,5,10,1966-04-08,British,McLaren,British,Circuit Gilles Villeneuve,Canada,Mark Blundell
2013,7,2013-06-09,12,0.0,11,12,1990-01-26,Mexican,McLaren,British,Circuit Gilles Villeneuve,Canada,Sergio Pérez
2014,7,2014-06-08,12,2.0,1,12,1992-10-05,Danish,McLaren,British,Circuit Gilles Villeneuve,Canada,Kevin Magnussen
2019,7,2019-06-09,11,0.0,11,9,1994-09-01,Spanish,McLaren,British,Circuit Gilles Villeneuve,Canada,Carlos Sainz
2017,7,2017-06-11,16,0.0,11,16,1992-03-26,Belgian,McLaren,British,Circuit Gilles Villeneuve,Canada,Stoffel Vandoorne
2018,7,2018-06-10,15,0.0,12,15,1992-03-26,Belgian,McLaren,British,Circuit Gilles Villeneuve,Canada,Stoffel Vandoorne
2019,7,2019-06-09,8,0.0,22,8,1999-11-13,British,McLaren,British,Circuit Gilles Villeneuve,Canada,Lando Norris
2005,8,2005-06-12,20,6.0,1,20,1972-05-23,Brazilian,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Rubens Barrichello
2004,8,2004-06-13,7,8.0,1,7,1972-05-23,Brazilian,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Rubens Barrichello
2003,8,2003-06-15,5,4.0,1,5,1972-05-23,Brazilian,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Rubens Barrichello
2010,8,2010-06-13,3,15.0,1,4,1981-07-29,Spanish,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Fernando Alonso
2011,7,2011-06-12,2,0.0,4,2,1981-07-29,Spanish,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Fernando Alonso
2012,7,2012-06-10,3,10.0,1,3,1981-07-29,Spanish,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Fernando Alonso
2013,7,2013-06-09,6,18.0,1,6,1981-07-29,Spanish,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Fernando Alonso
2014,7,2014-06-08,7,8.0,1,7,1981-07-29,Spanish,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Fernando Alonso
2015,7,2015-06-07,18,10.0,1,16,1987-07-03,German,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Sebastian Vettel
2016,7,2016-06-12,3,18.0,1,3,1987-07-03,German,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Sebastian Vettel
2017,7,2017-06-11,2,12.0,1,2,1987-07-03,German,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Sebastian Vettel
2018,7,2018-06-10,1,25.0,1,1,1987-07-03,German,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Sebastian Vettel
2019,7,2019-06-09,1,18.0,1,1,1987-07-03,German,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Sebastian Vettel
2008,7,2008-06-08,3,0.0,4,3,1979-10-17,Finnish,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Kimi Räikkönen
2007,6,2007-06-10,4,4.0,1,4,1979-10-17,Finnish,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Kimi Räikkönen
2014,7,2014-06-08,10,1.0,1,10,1979-10-17,Finnish,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Kimi Räikkönen
2015,7,2015-06-07,3,12.0,1,3,1979-10-17,Finnish,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Kimi Räikkönen
2016,7,2016-06-12,6,8.0,1,6,1979-10-17,Finnish,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Kimi Räikkönen
2017,7,2017-06-11,4,6.0,1,4,1979-10-17,Finnish,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Kimi Räikkönen
2018,7,2018-06-10,5,8.0,1,5,1979-10-17,Finnish,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Kimi Räikkönen
2008,7,2008-06-08,6,4.0,1,6,1981-04-25,Brazilian,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Felipe Massa
2007,6,2007-06-10,5,0.0,2,5,1981-04-25,Brazilian,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Felipe Massa
2006,9,2006-06-25,10,4.0,1,10,1981-04-25,Brazilian,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Felipe Massa
2010,8,2010-06-13,6,0.0,11,7,1981-04-25,Brazilian,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Felipe Massa
2011,7,2011-06-12,3,8.0,1,3,1981-04-25,Brazilian,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Felipe Massa
2012,7,2012-06-10,6,1.0,1,6,1981-04-25,Brazilian,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Felipe Massa
2013,7,2013-06-09,16,4.0,11,16,1981-04-25,Brazilian,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Felipe Massa
2006,9,2006-06-25,5,8.0,1,5,1969-01-03,German,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Michael Schumacher
2005,8,2005-06-12,2,8.0,1,2,1969-01-03,German,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Michael Schumacher
2004,8,2004-06-13,6,10.0,1,6,1969-01-03,German,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Michael Schumacher
2003,8,2003-06-15,3,10.0,1,3,1969-01-03,German,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Michael Schumacher
1997,7,1997-06-15,1,10.0,1,1,1969-01-03,German,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Michael Schumacher
1997,7,1997-06-15,12,0.0,3,12,1965-11-10,British,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Eddie Irvine
1995,6,1995-06-11,5,10.0,1,5,1964-06-11,French,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Jean Alesi
1994,6,1994-06-12,2,4.0,1,2,1964-06-11,French,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Jean Alesi
1995,6,1995-06-11,4,0.0,4,4,1959-08-27,Austrian,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Gerhard Berger
1994,6,1994-06-12,3,3.0,1,3,1959-08-27,Austrian,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Gerhard Berger
2019,7,2019-06-09,3,15.0,1,3,1997-10-16,Monegasque,Ferrari,Italian,Circuit Gilles Villeneuve,Canada,Charles Leclerc
1997,7,1997-06-15,3,0.0,6,3,1972-05-23,Brazilian,Stewart,British,Circuit Gilles Villeneuve,Canada,Rubens Barrichello
1997,7,1997-06-15,21,0.0,20,21,1973-07-04,Danish,Stewart,British,Circuit Gilles Villeneuve,Canada,Jan Magnussen
1995,6,1995-06-11,9,6.0,1,9,1972-05-23,Brazilian,Jordan,Irish,Circuit Gilles Villeneuve,Canada,Rubens Barrichello
1994,6,1994-06-12,6,0.0,11,6,1972-05-23,Brazilian,Jordan,Irish,Circuit Gilles Villeneuve,Canada,Rubens Barrichello
2004,8,2004-06-13,16,2.0,12,16,1982-03-18,German,Jordan,Irish,Circuit Gilles Villeneuve,Canada,Timo Glock
2004,8,2004-06-13,15,1.0,12,15,1977-05-10,German,Jordan,Irish,Circuit Gilles Villeneuve,Canada,Nick Heidfeld
2003,8,2003-06-15,16,0.0,6,16,1973-01-14,Italian,Jordan,Irish,Circuit Gilles Villeneuve,Canada,Giancarlo Fisichella
1997,7,1997-06-15,6,4.0,1,6,1973-01-14,Italian,Jordan,Irish,Circuit Gilles Villeneuve,Canada,Giancarlo Fisichella
1997,7,1997-06-15,7,0.0,3,7,1975-06-30,German,Jordan,Irish,Circuit Gilles Villeneuve,Canada,Ralf Schumacher
2005,8,2005-06-12,18,0.0,13,18,1976-07-24,Portuguese,Jordan,Irish,Circuit Gilles Villeneuve,Canada,Tiago Monteiro
2005,8,2005-06-12,17,0.0,22,17,1977-01-14,Indian,Jordan,Irish,Circuit Gilles Villeneuve,Canada,Narain Karthikeyan
2003,8,2003-06-15,19,0.0,5,19,1975-05-20,Irish,Jordan,Irish,Circuit Gilles Villeneuve,Canada,Ralph Firman
1995,6,1995-06-11,8,4.0,1,8,1965-11-10,British,Jordan,Irish,Circuit Gilles Villeneuve,Canada,Eddie Irvine
1994,6,1994-06-12,8,0.0,20,8,1965-11-10,British,Jordan,Irish,Circuit Gilles Villeneuve,Canada,Eddie Irvine
2008,7,2008-06-08,14,3.0,1,14,1974-07-13,Italian,Toyota,Japanese,Circuit Gilles Villeneuve,Canada,Jarno Trulli
2007,6,2007-06-10,10,0.0,3,10,1974-07-13,Italian,Toyota,Japanese,Circuit Gilles Villeneuve,Canada,Jarno Trulli
2006,9,2006-06-25,4,3.0,11,4,1974-07-13,Italian,Toyota,Japanese,Circuit Gilles Villeneuve,Canada,Jarno Trulli
2005,8,2005-06-12,9,0.0,23,9,1974-07-13,Italian,Toyota,Japanese,Circuit Gilles Villeneuve,Canada,Jarno Trulli
2008,7,2008-06-08,11,5.0,1,11,1982-03-18,German,Toyota,Japanese,Circuit Gilles Villeneuve,Canada,Timo Glock
2007,6,2007-06-10,18,1.0,1,18,1975-06-30,German,Toyota,Japanese,Circuit Gilles Villeneuve,Canada,Ralf Schumacher
2006,9,2006-06-25,14,0.0,31,14,1975-06-30,German,Toyota,Japanese,Circuit Gilles Villeneuve,Canada,Ralf Schumacher
2005,8,2005-06-12,10,3.0,11,10,1975-06-30,German,Toyota,Japanese,Circuit Gilles Villeneuve,Canada,Ralf Schumacher
2004,8,2004-06-13,12,0.0,2,12,1973-09-19,Brazilian,Toyota,Japanese,Circuit Gilles Villeneuve,Canada,Cristiano da Matta
2003,8,2003-06-15,9,0.0,16,9,1973-09-19,Brazilian,Toyota,Japanese,Circuit Gilles Villeneuve,Canada,Cristiano da Matta
2004,8,2004-06-13,13,0.0,2,13,1966-09-02,French,Toyota,Japanese,Circuit Gilles Villeneuve,Canada,Olivier Panis
2003,8,2003-06-15,7,1.0,11,7,1966-09-02,French,Toyota,Japanese,Circuit Gilles Villeneuve,Canada,Olivier Panis
1997,7,1997-06-15,10,0.0,20,10,1966-09-02,French,Prost,French,Circuit Gilles Villeneuve,Canada,Olivier Panis
1997,7,1997-06-15,19,1.0,1,19,1971-04-01,Japanese,Prost,French,Circuit Gilles Villeneuve,Canada,Shinji Nakano
1997,7,1997-06-15,20,0.0,5,20,1974-07-13,Italian,Minardi,Italian,Circuit Gilles Villeneuve,Canada,Jarno Trulli
1995,6,1995-06-11,19,0.0,11,19,1971-01-25,Italian,Minardi,Italian,Circuit Gilles Villeneuve,Canada,Luca Badoer
2005,8,2005-06-12,15,0.0,13,15,1979-04-16,Dutch,Minardi,Italian,Circuit Gilles Villeneuve,Canada,Christijan Albers
2005,8,2005-06-12,19,0.0,9,19,1980-09-26,Austrian,Minardi,Italian,Circuit Gilles Villeneuve,Canada,Patrick Friesacher
2004,8,2004-06-13,19,0.0,6,20,1981-05-30,Italian,Minardi,Italian,Circuit Gilles Villeneuve,Canada,Gianmaria Bruni
2004,8,2004-06-13,18,0.0,14,18,1981-01-01,Hungarian,Minardi,Italian,Circuit Gilles Villeneuve,Canada,Zsolt Baumgartner
2003,8,2003-06-15,15,0.0,12,15,1972-03-04,Dutch,Minardi,Italian,Circuit Gilles Villeneuve,Canada,Jos Verstappen
2003,8,2003-06-15,18,0.0,6,18,1978-07-31,British,Minardi,Italian,Circuit Gilles Villeneuve,Canada,Justin Wilson
1997,7,1997-06-15,22,0.0,20,22,1963-05-29,Japanese,Minardi,Italian,Circuit Gilles Villeneuve,Canada,Ukyo Katayama
1995,6,1995-06-11,17,0.0,37,17,1961-04-23,Italian,Minardi,Italian,Circuit Gilles Villeneuve,Canada,Pierluigi Martini
1994,6,1994-06-12,15,0.0,11,15,1961-04-23,Italian,Minardi,Italian,Circuit Gilles Villeneuve,Canada,Pierluigi Martini
1994,6,1994-06-12,18,0.0,12,18,1956-12-23,Italian,Minardi,Italian,Circuit Gilles Villeneuve,Canada,Michele Alboreto
2010,8,2010-06-13,20,0.0,23,20,1974-07-13,Italian,Lotus,Malaysian,Circuit Gilles Villeneuve,Canada,Jarno Trulli
2011,7,2011-06-12,18,0.0,11,19,1974-07-13,Italian,Lotus,Malaysian,Circuit Gilles Villeneuve,Canada,Jarno Trulli
2010,8,2010-06-13,19,0.0,12,19,1981-10-19,Finnish,Lotus,Malaysian,Circuit Gilles Villeneuve,Canada,Heikki Kovalainen
2011,7,2011-06-12,19,0.0,7,20,1981-10-19,Finnish,Lotus,Malaysian,Circuit Gilles Villeneuve,Canada,Heikki Kovalainen
2010,8,2010-06-13,21,0.0,26,21,1982-03-18,German,Virgin,British,Circuit Gilles Villeneuve,Canada,Timo Glock
2011,7,2011-06-12,21,0.0,11,22,1982-03-18,German,Virgin,British,Circuit Gilles Villeneuve,Canada,Timo Glock
2010,8,2010-06-13,23,0.0,15,23,1984-08-11,Brazilian,Virgin,British,Circuit Gilles Villeneuve,Canada,Lucas di Grassi
2011,7,2011-06-12,23,0.0,11,24,1985-12-27,Belgian,Virgin,British,Circuit Gilles Villeneuve,Canada,Jérôme d'Ambrosio
2012,7,2012-06-10,21,0.0,22,22,1982-03-18,German,Marussia,Russian,Circuit Gilles Villeneuve,Canada,Timo Glock
2012,7,2012-06-10,23,0.0,13,23,1990-02-15,French,Marussia,Russian,Circuit Gilles Villeneuve,Canada,Charles Pic
2013,7,2013-06-09,19,0.0,12,20,1989-08-03,French,Marussia,Russian,Circuit Gilles Villeneuve,Canada,Jules Bianchi
2014,7,2014-06-08,19,0.0,4,19,1989-08-03,French,Marussia,Russian,Circuit Gilles Villeneuve,Canada,Jules Bianchi
2013,7,2013-06-09,20,0.0,13,21,1991-04-21,British,Marussia,Russian,Circuit Gilles Villeneuve,Canada,Max Chilton
2014,7,2014-06-08,18,0.0,4,18,1991-04-21,British,Marussia,Russian,Circuit Gilles Villeneuve,Canada,Max Chilton
2010,8,2010-06-13,10,8.0,1,10,1985-06-27,German,Mercedes,German,Circuit Gilles Villeneuve,Canada,Nico Rosberg
2011,7,2011-06-12,6,0.0,1,6,1985-06-27,German,Mercedes,German,Circuit Gilles Villeneuve,Canada,Nico Rosberg
2012,7,2012-06-10,5,8.0,1,5,1985-06-27,German,Mercedes,German,Circuit Gilles Villeneuve,Canada,Nico Rosberg
2013,7,2013-06-09,4,10.0,1,4,1985-06-27,German,Mercedes,German,Circuit Gilles Villeneuve,Canada,Nico Rosberg
2014,7,2014-06-08,1,18.0,1,1,1985-06-27,German,Mercedes,German,Circuit Gilles Villeneuve,Canada,Nico Rosberg
2015,7,2015-06-07,2,18.0,1,2,1985-06-27,German,Mercedes,German,Circuit Gilles Villeneuve,Canada,Nico Rosberg
2016,7,2016-06-12,2,10.0,1,2,1985-06-27,German,Mercedes,German,Circuit Gilles Villeneuve,Canada,Nico Rosberg
2013,7,2013-06-09,2,15.0,1,2,1985-01-07,British,Mercedes,German,Circuit Gilles Villeneuve,Canada,Lewis Hamilton
2014,7,2014-06-08,2,0.0,23,2,1985-01-07,British,Mercedes,German,Circuit Gilles Villeneuve,Canada,Lewis Hamilton
2015,7,2015-06-07,1,25.0,1,1,1985-01-07,British,Mercedes,German,Circuit Gilles Villeneuve,Canada,Lewis Hamilton
2016,7,2016-06-12,1,25.0,1,1,1985-01-07,British,Mercedes,German,Circuit Gilles Villeneuve,Canada,Lewis Hamilton
2017,7,2017-06-11,1,25.0,1,1,1985-01-07,British,Mercedes,German,Circuit Gilles Villeneuve,Canada,Lewis Hamilton
2018,7,2018-06-10,4,10.0,1,4,1985-01-07,British,Mercedes,German,Circuit Gilles Villeneuve,Canada,Lewis Hamilton
2019,7,2019-06-09,2,25.0,1,2,1985-01-07,British,Mercedes,German,Circuit Gilles Villeneuve,Canada,Lewis Hamilton
2010,8,2010-06-13,13,0.0,11,13,1969-01-03,German,Mercedes,German,Circuit Gilles Villeneuve,Canada,Michael Schumacher
2011,7,2011-06-12,8,12.0,1,8,1969-01-03,German,Mercedes,German,Circuit Gilles Villeneuve,Canada,Michael Schumacher
2012,7,2012-06-10,9,0.0,65,9,1969-01-03,German,Mercedes,German,Circuit Gilles Villeneuve,Canada,Michael Schumacher
2017,7,2017-06-11,3,18.0,1,3,1989-08-28,Finnish,Mercedes,German,Circuit Gilles Villeneuve,Canada,Valtteri Bottas
2018,7,2018-06-10,2,18.0,1,2,1989-08-28,Finnish,Mercedes,German,Circuit Gilles Villeneuve,Canada,Valtteri Bottas
2019,7,2019-06-09,6,13.0,1,6,1989-08-28,Finnish,Mercedes,German,Circuit Gilles Villeneuve,Canada,Valtteri Bottas
2010,8,2010-06-13,15,4.0,11,15,1988-10-31,Swiss,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Sébastien Buemi
2011,7,2011-06-12,15,1.0,1,15,1988-10-31,Swiss,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Sébastien Buemi
2008,7,2008-06-08,18,0.0,11,16,1979-02-28,French,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Sébastien Bourdais
2008,7,2008-06-08,19,1.0,1,20,1987-07-03,German,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Sebastian Vettel
2010,8,2010-06-13,16,0.0,11,16,1990-03-23,Spanish,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Jaime Alguersuari
2011,7,2011-06-12,24,4.0,1,18,1990-03-23,Spanish,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Jaime Alguersuari
2007,6,2007-06-10,12,0.0,3,12,1980-08-06,Italian,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Vitantonio Liuzzi
2006,9,2006-06-25,15,0.0,12,15,1980-08-06,Italian,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Vitantonio Liuzzi
2007,6,2007-06-10,16,0.0,3,16,1983-01-24,American,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Scott Speed
2006,9,2006-06-25,17,0.0,11,18,1983-01-24,American,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Scott Speed
2012,7,2012-06-10,14,0.0,1,14,1989-07-01,Australian,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Daniel Ricciardo
